name_norm,name_zh,country_code,latitude,longitude,feature_hint
cuttoli-corticchiato,庫托利科提恰托,FR,41.983333,8.916667,false
cuttyhunk i.,克提漢克島,US,41.416667,-70.933333,true
cutzamala,庫查馬拉河,MX,18.383333,-100.700000,true
cutzamala de pinzon,庫查馬拉平松,MX,18.500000,-100.583333,false
cuvelai,庫威來,AO,-15.733333,15.783333,false
cuvette,居威特,CG,-0.450000,15.733333,false
cuvette-ouest,西居威特,CG,-0.500000,14.716667,false
cuvier c.,居維厄赫角,AU,-24.250000,113.433333,true
cuvier i.,居維厄赫島,NZ,-36.433333,175.783333,true
cuvillier,居維利厄赫湖,CA,48.933333,-76.633333,true
cuxac,居克薩克,FR,43.366667,2.283333,false
cuxanli,丘罕利,AZ,39.650000,48.966667,false
cuxhaven,庫克斯港,DE,53.866667,8.700000,false
cuxuryurd,丘胡尤德,AZ,40.733333,48.650000,false
cuya,庫雅,PE,-19.183333,-70.166667,false
cuyahoga falls,蓋雅荷加弗斯,US,41.133333,-81.483333,true
cuyahoga r.,蓋雅荷加河,US,41.500000,-81.716667,true
cuyama,蓋亞馬,US,34.933333,-119.616667,false
cuyama r.,蓋亞馬河,US,34.900000,-120.316667,true
cuyapo,庫雅坡,PH,15.783333,120.666667,false
cuyo,庫約,PH,10.850000,121.016667,false
cuyo east pass.,庫約東水道,PH,11.116667,121.483333,false
cuyo i.,庫約島,PH,10.850000,121.033333,true
cuyo is.,庫約群島,PH,11.066667,120.850000,true
cuyo west pass.,庫約西水道,PH,10.850000,120.466667,false
cuyu tigni,庫玉底格尼,NI,11.483333,-83.916667,false
cuyuni,庫尤尼河,,6.383333,-58.683333,true
cuyutlan,庫玉特蘭,MX,18.933333,-104.083333,false
cuyutlan,庫玉特蘭潟湖,MX,18.966667,-104.216667,true
cuzance,居戎斯,FR,44.966667,1.533333,false
cuzna,庫斯納河,ES,38.133333,-4.683333,true
cuzorn,居佐赫,FR,44.566667,0.966667,false
cvikov,次維科夫,CZ,50.783333,14.633333,false
cwm,庫母,GB,53.283333,-3.400000,false
cwmafan,昆阿凡,GB,51.633333,-3.766667,false
cwmaman,昆阿曼,GB,51.683333,-3.433333,false
cwmbach,昆巴克,GB,51.700000,-3.416667,false
cwmbran,昆布朗,GB,51.666667,-3.050000,false
cwmllynfell,昆林費爾,GB,51.800000,-3.850000,false
cyangugu,尚古古,RW,-2.483333,28.900000,false
cybinka,奇賓卡,PL,52.216667,14.800000,false
cybistra,希比斯特拉,TR,37.500000,34.050000,false
cybowo,奇波沃,PL,53.316667,15.850000,false
cychry,奇赫里,PL,51.900000,20.666667,false
cyclades,基克拉哲斯,GR,37.416667,24.916667,false
cyclone mt.,賽克隆山,US,38.633333,-106.300000,true
cycow,奇楚夫,PL,51.300000,23.133333,false
cydnus,希德奴斯河,TR,36.766667,34.866667,true
cydonia,基多尼亞,GR,35.516667,24.016667,false
cygnet,希格尼特,AU,-43.150000,147.066667,false
cygnet,希格尼特,US,41.233333,-83.650000,false
cynghordy,辛歐迪,GB,52.066667,-3.733333,false
cynin,希寧河,GB,51.800000,-4.500000,true
cynoscephalae,基諾斯凱法來丘陵,GR,39.416667,22.566667,false
cynthiana,辛西安納,US,38.383333,-84.300000,false
cynthus,金索斯山,GR,37.400000,25.266667,true
cynwyl elfed,辛維爾埃費德,GB,51.916667,-4.366667,false
cypress,賽普雷斯,US,38.383333,-84.300000,false
cypress hills,賽普雷斯丘陵,CA,49.666667,-109.500000,true
cyprus i.,賽普勒斯島,CY,35.000000,33.000000,true
cyrene,基里尼,LY,32.833333,21.866667,false
cysoing,希索因,FR,50.566667,3.216667,false
cywyn,希溫河,GB,51.783333,-4.450000,true
cyzicus pen.,基吉庫斯半島,LY,40.466667,27.833333,true
czacz,恰契,PL,52.050000,16.550000,false
czajkow,恰伊庫夫,PL,51.516667,18.350000,false
czaplinek,恰普利內克,PL,53.583333,16.233333,false
czar,札爾,CA,52.450000,-16.550000,false
czarna,恰爾納,PL,52.366667,21.216667,false
czarna bialostocka,黑比亞沃斯托次卡,PL,53.300000,23.266667,false
czarna dabrowka,黑東布魯夫卡,PL,54.366667,17.550000,false
czarna gorna,黑古爾納,PL,49.316667,22.650000,false
czarna hancza,黑漢恰河,PL,53.916667,23.416667,true
czarna nida,黑尼達河,PL,50.766667,20.433333,true
czarna r.,恰爾納河,PL,50.050000,21.350000,true
czarna struga,黑斯楚加河,PL,52.183333,18.000000,true
czarna woda,黑水鎮,PL,53.866667,18.100000,false
czarnca,恰恩查,PL,50.833333,19.916667,false
czarne,恰爾內,PL,53.700000,16.950000,false
czarnia,恰爾尼亞,PL,53.350000,21.166667,false
czarnkow,恰恩庫夫,PL,52.916667,16.566667,false
czarnocin,恰爾諾欽,PL,51.583333,19.716667,false
czarnow,恰爾奴夫,PL,52.516667,14.766667,false
czarnowasy,恰爾諾蒙西,PL,50.750000,17.900000,false
czarnozyly,恰爾諾吉維,PL,51.316667,18.600000,false
czarny dunajec,黑杜納耶次,PL,49.466667,19.883333,false
czarny dunajec r.,黑杜納耶次河,PL,49.500000,19.933333,true
czastary,恰斯塔里,PL,51.283333,18.333333,false
czchow,契胡夫,PL,49.866667,20.683333,false
czechowice-dziedzice,捷賀維次杰吉策,PL,49.916667,19.033333,false
czechy,捷希,PL,53.900000,16.533333,false
czekarzewice,捷卡哲維策,PL,51.033333,21.700000,false
czeladz,捷拉茲,PL,50.316667,19.066667,false
czemierniki,捷梅尼基,PL,51.650000,22.666667,false
czempin,琴平,PL,52.166667,16.783333,false
czeremcha,捷倫哈,PL,52.516667,23.350000,false
czermin,車明,PL,53.050000,19.500000,false
czerna mala,大車納河,PL,51.500000,15.233333,true
czerna wielka,車納維爾卡河,PL,51.650000,15.333333,true
czernica,車尼查,PL,53.633333,16.900000,false
czernica r.,車尼查河,PL,53.783333,17.966667,true
czernice borowe,車尼策波羅威,PL,53.033333,20.750000,false
czerniejewo,車涅耶沃,PL,52.450000,17.483333,false
czerniewice,車涅維策,PL,51.650000,20.166667,false
czernikowo,車尼科沃,PL,52.966667,18.983333,false
czernina,車尼納,PL,51.716667,16.616667,false
czersk,車斯克,PL,53.783333,17.966667,false
czerwiensk,車文斯克,PL,52.033333,15.416667,false
czerwin,車溫,PL,52.966667,21.750000,false
czerwinsk nad wisla,車溫斯克維斯瓦,PL,52.400000,20.316667,false
czerwionka-leszczyny,車維昂卡列什奇尼,PL,50.183333,18.700000,false
czerwona woda,紅水鎮,PL,51.233333,15.216667,false
czerwonak,車沃納克,PL,52.466667,17.000000,false
czerwonka wloscianska,車翁卡沃千斯卡,PL,52.900000,21.216667,false
czestkow,捷斯特庫夫,PL,51.566667,19.166667,false
czestochowa,琴斯托霍瓦,PL,50.800000,19.116667,false
czeszow,捷蘇夫,PL,51.383333,17.250000,false
czlopa,奇沃帕,PL,53.083333,16.133333,false
czluchow,奇烏胡夫,PL,53.683333,17.366667,false
czmon,奇蒙,PL,52.216667,17.050000,false
czorneboh,克佐內波丘,DE,51.116667,14.533333,false
czorsztyn,喬茲坦,PL,49.466667,20.300000,false
czosnow,喬斯奴夫,PL,52.416667,20.750000,false
czudec,丘代次,PL,49.950000,21.850000,false
czyze,契熱,PL,52.800000,23.416667,false
czyzew-osada,契熱夫-歐沙達,PL,52.816667,22.333333,false
da,沱江,VN,21.250000,105.333333,false
da costa,達哥斯大,US,39.616667,-74.783333,false
da nang,峴港,VN,16.066667,108.233333,false
da nang,峴港市,VN,16.083333,108.083333,false
da nang,峴港灣,VN,16.116667,108.166667,true
daaden,達登,DE,50.733333,7.966667,false
daanbantayan,達安班塔揚,PH,11.250000,124.000000,false
daarle,達勒,NL,52.433333,6.533333,false
dabab,達巴布山,JO,31.033333,35.633333,true
dabaga,達巴加,TZ,-8.116667,35.916667,false
dabajuro,達巴胡羅,VE,11.016667,-70.683333,false
dabakala,達巴卡拉,CI,8.366667,-4.433333,false
dabaro,達巴羅,SO,6.350000,48.716667,false
dabas,道包什,HU,47.183333,19.316667,false
dabat,達巴特,ET,12.983333,37.766667,false
dabbagh,達巴格,OM,24.533333,56.566667,false
dabbah,達巴丘,SY,32.816667,36.566667,false
dabeiba,達貝巴,CO,7.000000,-76.250000,false
dabein,達本,MM,17.033333,96.366667,false
dabel,達伯爾,DE,53.666667,11.900000,false
dabhoi,達波伊,IN,22.183333,73.433333,false
dabhol,達波爾,IN,17.600000,73.166667,false
dabi,達比乾河,JO,31.550000,35.550000,true
dabie,洞貝,PL,52.083333,18.833333,false
dabie,洞貝湖,PL,53.633333,14.666667,true
dabki,洞布基,PL,53.133333,17.333333,false
dabl,達卜勒乾河,SA,29.083333,36.250000,true
dabo,達波,FR,48.650000,7.233333,false
dabob b.,達巴布灣,US,47.750000,-122.833333,true
daboh,達伯,IN,26.000000,78.883333,false
dabola,達波拉,GN,10.750000,-11.116667,false
dabou,達布,CI,5.333333,-4.383333,false
daboya,達波亞,,10.066667,-0.900000,false
dabra,達布拉,IN,25.900000,78.333333,false
dabraslawka,達布拉斯拉夫卡,BY,52.400000,26.250000,false
dabravolya,達布拉伏雅,BY,52.900000,24.033333,false
dabromierz,多布羅梅日,PL,50.916667,16.250000,false
dabroszyn,洞布羅辛,PL,52.100000,18.133333,false
dabrowa,洞布羅瓦,PL,50.966667,17.800000,false
dabrowa bialostocka,洞布羅瓦比亞沃斯托次卡,PL,53.650000,23.350000,false
dabrowa gornicza,洞布羅瓦古尼恰,PL,50.333333,19.200000,false
dabrowa tarnowska,洞布羅瓦塔諾夫斯卡,PL,50.166667,20.983333,false
dabrowice,洞布羅維策,PL,52.316667,19.083333,false
dabrowka wielkopolska,洞布魯夫卡威科波斯卡,PL,52.283333,15.816667,false
dabrowno,洞布魯夫諾,PL,53.450000,20.066667,false
dabuchyn,達布欽,BY,52.516667,24.516667,false
dabuleni,達布列尼,RO,43.800000,24.083333,false
dacca,達卡,BD,23.716667,90.416667,false
dachau,達赫奧,DE,48.266667,11.433333,false
dachauer,達豪,DE,48.250000,11.500000,false
dachepalle,達杰帕列,IN,16.600000,79.733333,false
dachnow,達赫奴夫,PL,50.200000,23.116667,false
dachrieden,達赫里登,DE,51.266667,10.450000,false
dachsbach,達赫斯巴赫,DE,49.633333,10.700000,false
dachstein,達赫斯坦,AT,47.466667,13.583333,false
dachstein gruppe,達赫斯坦山群,AT,47.483333,13.600000,false
dacice,達奇策,CZ,49.083333,15.433333,false
dacre,代克,CA,45.366667,-76.966667,false
dacre,代克,GB,54.050000,-1.716667,false
dad,達德,HU,47.516667,18.233333,false
dadaj,達代湖,PL,53.866667,20.866667,true
dadale,達代爾,SB,-8.116667,159.116667,false
dadanawa,達達納華,,2.833333,-59.516667,false
dadas,達達斯,TR,38.283333,40.716667,false
dadat,達達特,SY,36.616667,37.933333,false
daddato,達達托,DJ,12.383333,42.716667,false
dade city,達德城,US,28.366667,-82.200000,false
dadeville,達德維,US,32.833333,-85.766667,false
dadhar,達特爾,PK,29.483333,67.650000,false
dadou,達杜河,FR,43.733333,1.783333,true
dadra,達德拉,IN,20.316667,72.966667,false
dadra and nagar haveli,達德拉納加哈維利,IN,20.166667,73.083333,false
dadu,達都,PK,26.733333,67.783333,false
daedalus reef,代達魯斯礁,,24.950000,35.833333,true
daegu,大邱,KR,35.800000,128.550000,false
daet,達耶特,PH,14.133333,22.916667,false
dafla hills,達夫拉丘陵,IN,27.333333,93.483333,true
daflapur,達夫拉浦,IN,16.966667,75.150000,false
dafni,達夫尼,GR,39.733333,19.700000,false
dafnoudi,札夫奴吉岬,GR,38.466667,20.533333,true
dafoe,達福,CA,51.750000,-104.533333,false
dafra,達夫拉,TD,11.800000,19.066667,false
dafter,達夫特,US,46.366667,-84.433333,false
dag,達格,HU,47.666667,18.716667,false
dag,達格,IN,23.916667,75.833333,false
dag,達鎮,TR,40.983333,31.433333,false
dag cayir,達杰伊爾,AZ,40.700000,45.933333,false
daga post,達加站,SS,9.200000,33.966667,false
dagah medo,達加梅多,ET,7.983333,43.016667,false
dagami,達加米,PH,11.066667,124.900000,false
dagana,達加納,SN,16.516667,-15.500000,false
daganzo de arriba,達甘索阿里巴,ES,40.550000,-3.450000,false
dagary,達加利,RU,55.716667,109.900000,false
dagash,達加什,SD,19.366667,33.400000,false
dagasuli,達加蘇利,ID,2.183333,127.750000,false
dagci,達哲,TR,40.900000,42.900000,false
dagda,達哥大,LV,56.100000,27.533333,false
dagdere,達代雷,TR,38.100000,37.033333,false
dagebull,達格標爾,DE,54.733333,8.700000,false
dagenham,達根罕,GB,51.550000,0.150000,false
dagestan,達吉斯坦共和國,RU,43.000000,47.000000,false
dagestanskiye ogni,達吉斯坦奧格尼,RU,42.116667,48.200000,false
dagg sd.,達格峽灣,NZ,-45.383333,166.766667,true
daggaboersnek,達加波爾斯內克山口,ZA,-32.533333,25.850000,false
dagh-e mashi,達格馬什,IR,32.700000,57.083333,false
daghestan,達哥斯坦,RU,42.000000,47.000000,false
daghmar,達格馬爾,OM,23.200000,58.983333,false
daglan,達格朗,FR,44.750000,1.200000,false
dagliq qarabag,達利克卡拉巴,AZ,40.000000,46.583333,false
dagmersellen,達格默塞倫,CH,47.216667,7.983333,false
dago,達哥山,SD,13.100000,30.350000,true
dago pk.,達哥峰,US,47.533333,-115.950000,false
dagomys,達哥米斯,RU,43.650000,39.650000,false
dagon,達根,NZ,-44.183333,168.616667,false
dagonkade,達岡卡代,GH,8.716667,-0.516667,false
dagonu,達厄尼,TR,39.400000,37.466667,false
dagpinar,達皮納,TR,37.083333,28.083333,false
daguela,達克拉,TD,10.650000,18.450000,false
dagupan,達古班,PH,16.050000,120.333333,false
daguragu,達古拉古,AU,-17.416667,130.800000,false
dagwin,達昆,MM,18.066667,97.683333,false
dahab,達哈布,EG,28.500000,34.500000,false
dahaban,代海班,SA,21.933333,39.116667,false
dahadinni r.,達哈丁尼河,CA,63.983333,-124.366667,true
dahalach,達赫拉克群島,ER,15.833333,40.200000,true
dahana,代哈納,SA,24.500000,48.500000,false
dahanu,達哈奴,IN,19.966667,72.733333,false
dahin,代辛乾河,SA,18.133333,41.583333,true
dahivadi,達希瓦迪,IN,17.716667,74.550000,false
dahlak arch.,達赫拉克群島,ER,15.833333,40.200000,true
dahlak kebr,達赫拉克島,ER,15.666667,40.116667,true
dahlem,達勒母,DE,50.383333,6.550000,false
dahlen,達倫,DE,51.366667,13.000000,false
dahlenburg,達倫堡,DE,53.183333,10.733333,false
dahlenwarsleben,達倫瓦斯列本,DE,52.200000,11.533333,false
dahlonega,達洛尼加,US,34.533333,-83.983333,false
dahlwitz-hoppegarten,達爾維次霍佩加滕,DE,52.516667,13.666667,false
dahm,代赫母沙漠,YE,16.416667,45.750000,true
dahmani,達赫馬尼,TN,35.950000,8.833333,false
dahme,達麥,DE,51.866667,13.433333,false
dahmeshoved,達莫角,DE,54.200000,11.083333,true
dahn,達恩,DE,49.150000,7.783333,false
dahod,達荷德,IN,22.766667,74.300000,false
dahomey,達荷美,BJ,9.500000,2.250000,false
dahra,達拉,SN,15.350000,-15.483333,false
dahre,達雷,DE,52.800000,10.900000,false
dahshur,達蘇爾,EG,29.750000,31.233333,false
dahuk,達胡克,IQ,36.866667,42.983333,false
dahyah,達赫雅乾河,YE,18.333333,51.166667,true
dai,代島,SB,-7.900000,160.633333,true
dai,達伊,ID,-4.066667,131.433333,false
dai lanh,大嶺角,VN,12.833333,109.366667,true
dai-mugen-yama,大無間山,JP,35.250000,138.166667,true
daibosatsu-rei,大菩薩嶺,JP,34.750000,138.850000,false
daigo,大子,JP,36.766667,140.350000,false
daik,代克,ID,-0.200000,104.616667,false
daik-u,岱烏,MM,17.800000,96.666667,false
dailekh,代列克,NP,28.850000,81.716667,false
dailey,戴利,US,38.800000,-79.900000,false
dailly,代利,GB,55.283333,-4.716667,false
daim,代母,IR,33.116667,58.716667,false
daimanji-san,大滿寺山,JP,36.250000,133.333333,true
daimiel,代米爾,ES,39.066667,-3.616667,false
daimoli,代莫利,DJ,11.866667,42.900000,false
daimon,大門,JP,35.383333,134.283333,false
daimon-toge,大門峠,JP,36.150000,138.250000,false
daimugen-yama,大無間山,JP,35.250000,138.166667,true
dainava,代納瓦,LT,54.150000,24.700000,false
daingean,丹根,IE,53.300000,-7.283333,false
daingerfield,丹哲非,US,33.033333,-94.716667,false
dainichi-ga-dake,大日岳,JP,36.000000,136.833333,false
dainichi-gawa,大日川,JP,36.400000,136.633333,false
dainichi-zan,大日山,JP,36.166667,136.483333,true
daintree,丹特里,AU,-16.250000,145.316667,false
dainville,丹維勒,FR,50.283333,2.733333,false
daiozaki,大王崎,JP,34.283333,136.900000,false
daiquiri,代喀里,CU,19.933333,-75.633333,false
daireaux,代雷奧斯,AR,-36.550000,-61.733333,false
dairsie,代爾西,GB,56.350000,-2.950000,false
dairyland,代里蘭,US,46.216667,-92.150000,false
daisen,大山,JP,35.383333,133.533333,true
daisetsu-zan,大雪山,JP,43.633333,142.900000,true
daitenjo-dake,大天井岳,JP,36.366667,137.700000,false
daito,大東,JP,43.883333,144.200000,false
daiwa,大和,KR,37.500000,128.450000,false
daiya-gawa,大谷川,JP,36.750000,139.783333,false
dajabon,達哈彭,DO,19.550000,-71.700000,false
dajal,達杰爾,PK,29.550000,70.383333,false
dajarra,達佳拉,AU,-21.683333,139.516667,false
dajkanvik,代坎維克,SE,65.150000,16.283333,false
dak lak,多樂省,VN,12.833333,108.166667,false
dak lak,得樂高原,VN,12.833333,108.083333,true
dak nong,得農省,VN,12.150000,107.666667,false
dakan,達坎,IR,35.983333,49.583333,false
dakar,達卡,SN,14.733333,-17.633333,false
dakar el arak,達卡阿拉克,SD,19.116667,29.683333,false
dakhal,達卡勒乾河,EG,28.716667,32.700000,true
dakhilah,達希拉綠洲,EG,25.500000,29.166667,false
dakhiliyah,達希利雅島,YE,16.266667,42.500000,true
dakhin shahbazpur i.,南沙赫巴茲浦島,BD,22.500000,90.750000,true
dakhla oasis,達克拉綠洲,EG,25.500000,29.166667,false
dakhlet nouadhibou,奴瓦迪布灣省,MR,20.950000,-16.233333,false
dakhovskaya,達霍夫斯卡雅,RU,44.233333,40.200000,false
dakingari,達金加里,NE,11.650000,4.066667,false
dakituy,達基推,RU,49.750000,109.100000,false
dakoank,達康克,IN,7.033333,93.716667,false
dakol’ka,達科利卡,BY,52.766667,28.783333,false
dakor,達科爾,IN,22.750000,73.150000,false
dakoro,達科羅,NE,14.516667,6.766667,false
dakota,北達科塔,US,47.500000,-100.000000,false
dakota,南達科塔,US,44.500000,-100.250000,false
dakota,達科塔,US,31.800000,-83.716667,false
dakota city,達科塔城,US,42.433333,-96.450000,false
dakovica,嘉科維查,XK,42.383333,20.383333,false
dakovo,嘉科弗,HR,45.316667,18.416667,false
daktuy,達克推,RU,53.350000,126.200000,false
dal,達爾,NO,60.250000,11.183333,false
dal,達爾,SE,62.816667,17.933333,false
dala,達拉,AO,-11.050000,20.216667,false
dala cachibo,達拉卡奇波,AO,-10.466667,14.650000,false
dala khani,達拉哈尼山,IR,34.700000,47.650000,true
dalaas,達臘斯,AU,47.116667,9.983333,false
dalaba,達拉巴,GN,12.100000,-9.183333,false
dalaba,達拉巴,SN,13.333333,-11.783333,false
dalaguete,達拉奎提,PH,9.766667,123.533333,false
dalaki,達拉基,IR,29.433333,51.300000,false
dalaki,達拉基河,IR,29.300000,50.916667,true
dalal,達拉勒山,EG,28.916667,33.900000,true
dalalven,達爾河,SE,60.633333,17.450000,true
dalama,達拉馬,TR,37.783333,28.066667,false
dalaman,達拉曼,TR,36.766667,28.816667,false
dalaman cayi,達拉曼河,TR,36.666667,28.750000,true
dalan p.,達蘭山口,AF,36.250000,67.150000,false
dalanganem is.,達朗亞內母群島,PH,10.683333,120.283333,true
dalaoda,達勞達,IN,23.933333,75.100000,false
dalarna,達拉納,SE,61.000000,14.500000,false
dalarnas lan,達拉納省,SE,61.000000,14.500000,false
dalat,大叻,VN,11.933333,108.433333,false
dalat,拉叻,MY,2.416667,112.083333,false
dalbandin,達爾班丁,PK,28.933333,64.500000,false
dalbeattie,達爾比提,GB,54.933333,-3.816667,false
dalbeg,達爾貝,AU,-20.266667,147.300000,false
dalberg-wendelstorf,達伯格文德斯托夫,DE,53.733333,11.266667,false
dalbo,達爾波,US,45.666667,-93.400000,false
dalbosjon,達爾波湖,SE,58.750000,12.800000,true
dalby,達爾比,AU,-27.183333,151.283333,false
dalby,達爾比,SE,55.683333,13.350000,false
dalbyrdakh,達比達克,RU,69.300000,137.400000,false
dalcahue,達爾卡威,CL,-44.366667,-73.700000,false
dale,代爾,US,35.383333,-97.066667,false
dale,達勒,NO,60.583333,5.816667,false
dale city,代爾城,US,38.633333,-77.316667,false
dale hollow l.,代爾霍洛湖,US,36.633333,-85.266667,true
dalecarlia,達勒卡利亞,SE,61.016667,14.066667,false
daleiden,達來登,DE,50.066667,6.166667,false
daleke,達列開,UA,45.666667,33.083333,false
dalen,達侖,NL,52.700000,6.750000,false
dalen,達侖,NO,68.883333,17.700000,false
daleside,達列西代,ZA,-26.500000,28.066667,false
daleszyce,達列希策,PL,50.800000,20.800000,false
dalet,達列,MM,19.983333,93.850000,false
daletme,達列密,MM,21.600000,92.783333,false
daleville,代爾維,US,31.316667,-85.716667,false
dalfors,達爾福斯,SE,61.216667,15.400000,false
dalfsen,達爾夫森,NL,52.516667,6.250000,false
dalga,達爾加,EG,27.650000,30.700000,false
dalgan,達勒甘,IR,25.483333,61.266667,false
dalgaon,達岡,IN,26.566667,92.200000,false
dalgaranger,達爾加蘭杰山,AU,-27.850000,117.100000,true
dalgety,達吉提,AU,-36.500000,148.833333,false
dalgety bay,代爾蓋提貝,GB,56.050000,3.433333,true
dalham,達爾罕,GB,52.233333,0.533333,false
dalhart,達爾哈特,US,36.066667,-102.516667,false
dalhousie,達爾豪榭,CA,48.066667,-66.366667,false
dalhousie,達爾豪榭,IN,32.533333,75.983333,false
dalhousie,達爾豪榭岬,CA,70.250000,-129.666667,true
dali,達利,,35.033333,33.416667,false
dalias,達利亞斯,ES,36.816667,-2.866667,false
dalias,達利亞斯平原,ES,32.750000,-2.750000,true
daliburgh,達利堡,GB,57.166667,-7.400000,false
dalidag,代利山,AZ,39.916667,46.050000,true
dalikow,達利庫夫,PL,51.883333,19.100000,false
dalilar,代利列爾,AZ,40.866667,46.033333,false
dalimammadli,代利曼梅德利,AZ,40.700000,46.566667,false
dalj,達力,HR,45.483333,18.983333,false
dalkeith,達奇司,GB,55.866667,-3.066667,false
dalkola,達科拉,IN,25.850000,87.850000,false
dall city,多爾市,US,66.350000,-149.866667,false
dall i.,多爾島,US,54.950000,-133.066667,true
dallarnil,達拉尼爾,AU,-25.400000,152.050000,false
dallas,達拉斯,GB,57.550000,-3.466667,false
dallas,達拉斯,US,32.783333,-96.800000,false
dallas city,達拉斯城,US,40.633333,-91.166667,false
dallas l.,達拉斯湖,US,35.383333,-81.183333,true
dallas pk.,達拉斯峰,US,37.983333,-107.816667,false
dallastown,達拉斯鎮,US,39.900000,-76.633333,false
dalle,達來,ET,6.750000,38.416667,false
dalles,達爾士,US,45.650000,-121.233333,false
dallgow,達爾戈,DE,52.550000,13.066667,false
dalli,達里,IN,20.650000,80.716667,false
dallol,達洛爾,ET,14.233333,40.183333,false
dallstown,多爾鎮,US,39.900000,-76.633333,false
dalma,達勒馬島,AE,24.516667,52.316667,true
dalmacija,達爾馬提亞,HR,43.000000,17.000000,false
dalmacio velez sarsfield,達馬西奧貝列斯,AR,-32.616667,-63.583333,false
dalmah i.,達馬島,AE,24.516667,52.316667,true
dalmally,達爾馬利,GB,56.400000,-4.983333,false
dalman,達爾曼,IN,28.616667,74.666667,false
dalmand,道爾曼德,HU,46.500000,18.183333,false
dalmas,達爾馬湖,CA,47.066667,-73.733333,true
dalmatia,達爾馬提亞,HR,43.000000,17.000000,false
dalmatia,達爾馬提亞,US,40.650000,-76.900000,false
dalmatovo,達爾馬托沃,RU,56.250000,62.916667,false
dalmau,達爾茅,IN,26.083333,81.116667,false
dalmellington,達美林頓,GB,55.316667,-4.416667,false
dalmeny,達美尼,CA,52.333333,-106.766667,false
dalmeny,達美尼,GB,55.983333,-3.350000,false
dalmi,達爾米,NP,27.150000,86.483333,false
dalmine,達爾米內,IT,45.650000,9.600000,false
dalnavie,達爾內維,GB,57.733333,-4.283333,false
dalness,達內斯,GB,56.633333,-4.983333,false
dalnyaya,達林雅雅,UA,45.366667,33.700000,false
dalnyaya r.,達林雅雅河,RU,56.650000,81.200000,true
daloa,達洛亞,CI,6.916667,-6.483333,false
daloloia group,達洛洛雅群島,PG,-10.616667,151.450000,true
dalovice,達洛維策,CZ,50.250000,12.900000,false
dalqan,代勒甘,SA,24.266667,45.600000,false
dalroy,達爾羅伊,CA,51.133333,-113.666667,false
dalry,達爾來,GB,55.683333,-4.716667,false
dalrymple,達令普,GB,55.400000,-4.600000,false
dalrymple,達令普峰,AU,-20.950000,147.083333,true
dalrymple l.,達令普湖,AU,-20.616667,147.016667,true
dals langed,達爾斯隆蓋德,SE,58.916667,12.300000,false
dalsbruk,達爾斯布呂克,FI,60.016667,22.500000,false
dalstein,達爾斯坦,FR,49.300000,6.416667,false
dalston,多爾斯頓,GB,54.850000,-2.983333,false
daltenganj,達騰甘治,IN,24.033333,84.100000,false
dalton,多爾頓,CA,48.150000,-84.033333,false
dalton,多爾頓,ZA,-29.333333,30.633333,false
dalton,達爾頓,GB,53.583333,-1.533333,false
dalton,達爾頓,US,34.766667,-84.966667,false
dalton mills,多爾頓米爾斯,CA,48.116667,-84.066667,false
dalton-in-furness,達頓發內斯,GB,54.150000,-3.166667,false
daltonganj,達頓干吉,IN,24.033333,84.100000,false
dalua,達魯亞,IE,52.800000,-8.450000,false
daludalu,達魯達魯,ID,1.083333,100.250000,false
daluis,達呂伊,FR,44.016667,6.800000,false
dalum r.,達倫河,PG,-4.016667,152.900000,true
dalupiri i.,達魯匹里島,PH,19.083333,121.233333,true
dalvik,達爾灣,IS,65.983333,-18.500000,true
dalwallinu,達爾沃利紐,AU,-30.283333,116.666667,false
dalwhinnie,達爾威尼,GB,56.933333,-4.250000,false
daly,達利,AU,-13.333333,130.316667,false
daly city,達利城,US,37.683333,-122.450000,false
daly r.,達利河,AU,-13.333333,130.316667,true
daly river,達利里弗,AU,-13.766667,130.716667,true
daly waters,達利沃特,AU,-16.250000,133.366667,false
dalyan,達利安,TR,36.833333,28.650000,false
dalyokiya,達略基雅,BY,55.483333,26.866667,false
dalystown,達利斯鎮,IE,53.150000,-8.500000,false
dal’negorsk,達利涅哥斯克,RU,44.566667,135.566667,false
dal’nerechensk,達利涅雷琴斯克,RU,45.933333,133.733333,false
dal’neye konstantinovo,達利涅耶康斯坦提諾伏,RU,55.816667,44.100000,false
dal’niye zelentsy,達利尼耶哲倫契,RU,69.116667,36.066667,false
dam,達木,SR,4.666667,-54.950000,false
damachava,達馬恰瓦,BY,51.750000,23.600000,false
damagaram takaya,達馬加蘭塔卡雅,CM,4.133333,9.483333,false
damal,達馬爾,TR,41.333333,42.833333,false
daman,達曼,IN,20.433333,72.916667,false
daman and diu,達曼迪烏,IN,20.400000,72.866667,false
damanava,達馬納瓦,BY,52.833333,25.483333,false
damane,達馬內,MR,19.250000,-14.600000,false
damaneh,達麥內,IR,33.016667,50.483333,false
damanhur,達曼胡爾,EG,31.033333,30.466667,false
damanskiy,達曼斯基島,RU,46.483333,133.850000,true
damant l.,達曼特湖,CA,61.750000,-105.083333,true
damao,達莫,IN,20.433333,72.916667,false
damaq,代麥克,IR,35.450000,48.816667,false
damar,達馬,TR,41.250000,41.583333,false
damar,達馬島,ID,-7.150000,128.666667,true
damar,達馬爾群島,ID,-7.250000,128.600000,true
damar laut,達馬勞島,SG,1.300000,103.716667,true
